# Name, Student Number
# Nikolas Maier, 500461990
# Oluwatomilayo Adegbite, 500569283
Gambler #,Round #,Optimal Arm,Average reward,Times optimal action picked,Actual Probability
3,3200,7,306.2,3178,0.9555306401
3,3300,7,315.9,3278,0.9555306401
3,3400,7,325.6,3378,0.9555306401
3,3500,7,335.4,3478,0.9555306401
3,3600,7,344.8,3578,0.9555306401
3,3700,7,354.3,3678,0.9555306401
3,3800,7,364.1,3778,0.9555306401
3,3900,7,373.5,3878,0.9555306401
3,4000,7,383.1,3978,0.9555306401
3,4100,7,393,4078,0.9555306401
3,4200,7,402.7,4178,0.9555306401
3,4300,7,412.1,4278,0.9555306401
3,4400,7,421.5,4378,0.9555306401
3,4500,7,430.8,4478,0.9555306401
3,4600,7,440.4,4578,0.9555306401
3,4700,7,450.2,4678,0.9555306401
3,4800,7,459.8,4778,0.9555306401
3,4900,7,469.4,4878,0.9555306401
3,5000,7,479,4978,0.9555306401
4,0,7,0,0,0.9915962876
4,100,7,9,75,0.9915962876
4,200,7,18.9,175,0.9915962876
4,300,7,28.9,275,0.9915962876
4,400,7,38.9,375,0.9915962876
4,500,7,48.6,475,0.9915962876
4,600,7,58.6,575,0.9915962876
4,700,7,68.4,675,0.9915962876
4,800,7,78.2,775,0.9915962876
4,900,7,88.2,875,0.9915962876
4,1000,7,98.2,975,0.9915962876
4,1100,7,108.2,1075,0.9915962876
4,1200,7,118.2,1175,0.9915962876
4,1300,7,128.1,1275,0.9915962876
4,1400,7,138.1,1375,0.9915962876
4,1500,7,147.9,1475,0.9915962876
4,1600,7,157.8,1575,0.9915962876
4,1700,7,167.8,1675,0.9915962876
4,1800,7,177.7,1775,0.9915962876
4,1900,7,187.6,1875,0.9915962876
4,2000,7,197.6,1975,0.9915962876
4,2100,7,207.6,2075,0.9915962876
4,2200,7,217.4,2175,0.9915962876
4,2300,7,227.3,2275,0.9915962876
4,2400,7,237.2,2375,0.9915962876
4,2500,7,247.2,2475,0.9915962876
4,2600,7,257.2,2575,0.9915962876
4,2700,7,267.2,2675,0.9915962876
4,2800,7,277.2,2775,0.9915962876
4,2900,7,287.2,2875,0.9915962876
4,3000,7,297.1,2975,0.9915962876
4,3100,7,307.1,3075,0.9915962876
4,3200,7,317.1,3175,0.9915962876
4,3300,7,327,3275,0.9915962876
4,3400,7,336.9,3375,0.9915962876
4,3500,7,346.7,3475,0.9915962876
4,3600,7,356.7,3575,0.9915962876
4,3700,7,366.7,3675,0.9915962876
4,3800,7,376.7,3775,0.9915962876
4,3900,7,386.7,3875,0.9915962876
4,4000,7,396.5,3975,0.9915962876
4,4100,7,406.3,4075,0.9915962876
4,4200,7,416.3,4175,0.9915962876
4,4300,7,426.2,4275,0.9915962876
4,4400,7,436.2,4375,0.9915962876
4,4500,7,446.1,4475,0.9915962876
4,4600,7,456.1,4575,0.9915962876
4,4700,7,466.1,4675,0.9915962876
4,4800,7,476,4775,0.9915962876
4,4900,7,486,4875,0.9915962876
4,5000,7,496,4975,0.9915962876
5,0,7,0,0,0.9638137461
5,100,7,8.1,12,0.9638137461
5,200,7,17.7,12,0.9638137461
5,300,7,26.5,12,0.9638137461
5,400,7,35,12,0.9638137461
5,500,7,43.7,12,0.9638137461
5,600,7,52.7,12,0.9638137461
5,700,7,61.3,12,0.9638137461
5,800,7,70.3,12,0.9638137461
5,900,7,78.6,12,0.9638137461
5,1000,7,87.4,12,0.9638137461
5,1100,7,96,12,0.9638137461
5,1200,7,105.1,12,0.9638137461
5,1300,7,114.6,12,0.9638137461
5,1400,7,123.9,12,0.9638137461
5,1500,7,133,12,0.9638137461
5,1600,7,142.1,12,0.9638137461
5,1700,7,150.9,12,0.9638137461
5,1800,7,159.5,12,0.9638137461
5,1900,7,168.3,12,0.9638137461
5,2000,7,177.4,12,0.9638137461
5,2100,7,186,12,0.9638137461
5,2200,7,194.7,12,0.9638137461
5,2300,7,204,12,0.9638137461
5,2400,7,212.5,12,0.9638137461
5,2500,7,221.6,12,0.9638137461
5,2600,7,230.1,12,0.9638137461
5,2700,7,239.2,12,0.9638137461
5,2800,7,247.6,12,0.9638137461
5,2900,7,256.6,12,0.9638137461
5,3000,7,265.2,12,0.9638137461
5,3100,7,273.7,12,0.9638137461
5,3200,7,282.5,12,0.9638137461
5,3300,7,291.7,12,0.9638137461
5,3400,7,300,12,0.9638137461
5,3500,7,308.6,12,0.9638137461
5,3600,7,317.6,12,0.9638137461
5,3700,7,326.9,12,0.9638137461
5,3800,7,335.2,12,0.9638137461
5,3900,7,344.3,12,0.9638137461
5,4000,7,353.5,12,0.9638137461
5,4100,7,362.6,12,0.9638137461
5,4200,7,371.4,12,0.9638137461
5,4300,7,380.2,12,0.9638137461
5,4400,7,389.3,12,0.9638137461
5,4500,7,398.1,12,0.9638137461
5,4600,7,407.1,12,0.9638137461
5,4700,7,415.8,12,0.9638137461
5,4800,7,424.3,12,0.9638137461
5,4900,7,433.2,12,0.9638137461
5,5000,7,442.1,12,0.9638137461
6,0,4,0,0,0.9870246601
6,100,4,9.6,31,0.9870246601
6,200,4,18.7,49,0.9870246601
6,300,4,28.3,49,0.9870246601
6,400,4,37.8,65,0.9870246601
6,500,4,47.7,165,0.9870246601
6,600,4,57.7,265,0.9870246601
6,700,4,67.7,365,0.9870246601
6,800,4,77.7,465,0.9870246601
6,900,4,87.6,565,0.9870246601
6,1000,4,97.6,665,0.9870246601
6,1100,4,107.5,765,0.9870246601
6,1200,4,117.4,865,0.9870246601
6,1300,4,127.2,965,0.9870246601
6,1400,4,137,1065,0.9870246601
6,1500,4,146.7,1165,0.9870246601
6,1600,4,156.7,1265,0.9870246601
6,1700,4,166.6,1365,0.9870246601
6,1800,4,176.4,1465,0.9870246601
6,1900,4,186.4,1565,0.9870246601
6,2000,4,196.3,1665,0.9870246601
6,2100,4,206.2,1765,0.9870246601
6,2200,4,216.1,1865,0.9870246601
6,2300,4,225.9,1965,0.9870246601
6,2400,4,235.8,2065,0.9870246601
6,2500,4,245.5,2165,0.9870246601
6,2600,4,255.2,2265,0.9870246601
6,2700,4,265.1,2365,0.9870246601
6,2800,4,275.1,2465,0.9870246601
6,2900,4,285,2565,0.9870246601
6,3000,4,294.7,2665,0.9870246601
6,3100,4,304.7,2765,0.9870246601
6,3200,4,314.6,2865,0.9870246601
6,3300,4,324.6,2965,0.9870246601
6,3400,4,334.5,3065,0.9870246601
6,3500,4,344.4,3165,0.9870246601
6,3600,4,354.3,3265,0.9870246601
6,3700,4,364.2,3365,0.9870246601
6,3800,4,374.2,3465,0.9870246601
6,3900,4,384.2,3565,0.9870246601
6,4000,4,394.1,3665,0.9870246601
6,4100,4,404,3765,0.9870246601
6,4200,4,414,3865,0.9870246601
6,4300,4,423.7,3965,0.9870246601
6,4400,4,433.7,4065,0.9870246601
6,4500,4,443.5,4165,0.9870246601
6,4600,4,453.2,4265,0.9870246601
6,4700,4,463.1,4365,0.9870246601
6,4800,4,473.1,4465,0.9870246601
6,4900,4,483,4565,0.9870246601
6,5000,4,492.6,4665,0.9870246601
7,0,9,0,0,0.9631149405
7,100,9,8.6,89,0.9631149405
7,200,9,18.2,189,0.9631149405
7,300,9,27.9,289,0.9631149405
7,400,9,37.7,389,0.9631149405
7,500,9,47.2,489,0.9631149405
7,600,9,56.9,589,0.9631149405
7,700,9,66.4,689,0.9631149405
7,800,9,75.9,789,0.9631149405
7,900,9,85.4,889,0.9631149405
7,1000,9,95,989,0.9631149405
7,1100,9,104.8,1089,0.9631149405
7,1200,9,114.3,1189,0.9631149405
7,1300,9,124.1,1289,0.9631149405
7,1400,9,133.6,1389,0.9631149405
7,1500,9,143.3,1489,0.9631149405
7,1600,9,152.7,1589,0.9631149405
7,1700,9,162.2,1689,0.9631149405
7,1800,9,171.8,1789,0.9631149405
7,1900,9,181.7,1889,0.9631149405
7,2000,9,191.4,1989,0.9631149405
7,2100,9,201.1,2089,0.9631149405
7,2200,9,210.6,2189,0.9631149405
7,2300,9,220.4,2289,0.9631149405
7,2400,9,230,2389,0.9631149405
7,2500,9,239.4,2489,0.9631149405
7,2600,9,249.3,2589,0.9631149405
7,2700,9,259,2689,0.9631149405
7,2800,9,268.6,2789,0.9631149405
7,2900,9,278.3,2889,0.9631149405
7,3000,9,287.6,2989,0.9631149405
7,3100,9,297.4,3089,0.9631149405
7,3200,9,306.9,3189,0.9631149405
7,3300,9,316.7,3289,0.9631149405
7,3400,9,326,3389,0.9631149405
7,3500,9,335.8,3489,0.9631149405
7,3600,9,345.4,3589,0.9631149405
7,3700,9,354.8,3689,0.9631149405
7,3800,9,364.7,3789,0.9631149405
7,3900,9,374.2,3889,0.9631149405
7,4000,9,384.1,3989,0.9631149405
7,4100,9,393.6,4089,0.9631149405
7,4200,9,403.3,4189,0.9631149405
7,4300,9,412.8,4289,0.9631149405
7,4400,9,422.5,4389,0.9631149405
7,4500,9,431.9,4489,0.9631149405
7,4600,9,441.7,4589,0.9631149405
7,4700,9,451.2,4689,0.9631149405
7,4800,9,460.7,4789,0.9631149405
7,4900,9,470.2,4889,0.9631149405
7,5000,9,480.1,4989,0.9631149405
8,0,4,0,0,0.7513034078
8,100,4,4.6,3,0.7513034078
8,200,4,11,3,0.7513034078
8,300,4,17.8,3,0.7513034078
8,400,4,23.2,3,0.7513034078
8,500,4,28.2,3,0.7513034078
8,600,4,33.9,3,0.7513034078
8,700,4,39,3,0.7513034078
8,800,4,45.4,3,0.7513034078
8,900,4,51.8,3,0.7513034078
8,1000,4,58.5,3,0.7513034078
8,1100,4,63.9,3,0.7513034078
8,1200,4,70.2,3,0.7513034078
8,1300,4,76.2,3,0.7513034078
8,1400,4,81.9,3,0.7513034078
8,1500,4,87.8,3,0.7513034078
8,1600,4,93.8,3,0.7513034078
8,1700,4,99.5,3,0.7513034078
8,1800,4,106.2,3,0.7513034078
8,1900,4,112.1,3,0.7513034078
8,2000,4,117.6,3,0.7513034078
8,2100,4,123.8,3,0.7513034078
8,2200,4,129.4,3,0.7513034078
8,2300,4,135.2,3,0.7513034078
8,2400,4,141.3,3,0.7513034078
8,2500,4,146.8,3,0.7513034078
8,2600,4,152.8,3,0.7513034078
8,2700,4,159.4,3,0.7513034078
8,2800,4,164.8,3,0.7513034078
8,2900,4,171.5,3,0.7513034078
8,3000,4,177.2,3,0.7513034078
8,3100,4,182.5,3,0.7513034078
8,3200,4,188.2,3,0.7513034078
8,3300,4,193.3,3,0.7513034078
8,3400,4,198.1,3,0.7513034078
8,3500,4,204.3,3,0.7513034078
8,3600,4,209.8,3,0.7513034078
8,3700,4,216.2,3,0.7513034078
8,3800,4,221.9,3,0.7513034078
8,3900,4,228.3,3,0.7513034078
8,4000,4,233.7,3,0.7513034078
8,4100,4,240.6,3,0.7513034078
8,4200,4,246.8,3,0.7513034078
8,4300,4,251.7,3,0.7513034078
8,4400,4,257.5,3,0.7513034078
8,4500,4,263.4,3,0.7513034078
8,4600,4,269.7,3,0.7513034078
8,4700,4,275.2,3,0.7513034078
8,4800,4,281.1,3,0.7513034078
8,4900,4,287,3,0.7513034078
8,5000,4,292.9,3,0.7513034078
9,0,1,0,0,0.9338502418
9,100,1,8.9,76,0.9338502418
9,200,1,18.1,176,0.9338502418
9,300,1,27.2,276,0.9338502418
9,400,1,36.9,376,0.9338502418
9,500,1,46,476,0.9338502418
9,600,1,55.4,576,0.9338502418
9,700,1,65.1,676,0.9338502418
9,800,1,74.4,776,0.9338502418
9,900,1,83.9,876,0.9338502418
9,1000,1,93.3,976,0.9338502418
9,1100,1,102.6,1076,0.9338502418
9,1200,1,112.1,1176,0.9338502418
9,1300,1,121.1,1276,0.9338502418
9,1400,1,130.5,1376,0.9338502418
9,1500,1,139.8,1476,0.9338502418
9,1600,1,148.9,1576,0.9338502418
9,1700,1,158.1,1676,0.9338502418
9,1800,1,167.1,1776,0.9338502418
9,1900,1,176.6,1876,0.9338502418
9,2000,1,186.1,1976,0.9338502418
9,2100,1,195.3,2076,0.9338502418
9,2200,1,204.4,2176,0.9338502418
9,2300,1,213.8,2276,0.9338502418
9,2400,1,222.6,2376,0.9338502418
9,2500,1,231.7,2476,0.9338502418
9,2600,1,240.9,2576,0.9338502418
9,2700,1,250.2,2676,0.9338502418
9,2800,1,259.5,2776,0.9338502418
9,2900,1,268.7,2876,0.9338502418
9,3000,1,278,2976,0.9338502418
9,3100,1,286.9,3076,0.9338502418
9,3200,1,296.2,3176,0.9338502418
9,3300,1,305.3,3276,0.9338502418
9,3400,1,314.6,3376,0.9338502418
9,3500,1,323.8,3476,0.9338502418
9,3600,1,333.3,3576,0.9338502418
9,3700,1,342.5,3676,0.9338502418
9,3800,1,352.2,3776,0.9338502418
9,3900,1,361.3,3876,0.9338502418
9,4000,1,370.5,3976,0.9338502418
9,4100,1,379.6,4076,0.9338502418
9,4200,1,389,4176,0.9338502418
9,4300,1,398.4,4276,0.9338502418
9,4400,1,407.9,4376,0.9338502418
9,4500,1,417,4476,0.9338502418
9,4600,1,426.2,4576,0.9338502418
9,4700,1,435.7,4676,0.9338502418
9,4800,1,444.9,4776,0.9338502418
9,4900,1,454,4876,0.9338502418
9,5000,1,463.4,4976,0.9338502418
10,0,4,0,0,0.763178261
10,100,4,7.2,86,0.763178261
10,200,4,15,186,0.763178261
10,300,4,23.3,286,0.763178261
10,400,4,30.6,386,0.763178261
10,500,4,38.4,486,0.763178261
10,600,4,45.5,586,0.763178261
10,700,4,53.1,686,0.763178261
10,800,4,61,786,0.763178261
10,900,4,68.9,886,0.763178261
10,1000,4,76.7,986,0.763178261
10,1100,4,84.1,1086,0.763178261
10,1200,4,92.2,1186,0.763178261
10,1300,4,100.3,1286,0.763178261
10,1400,4,107,1386,0.763178261
10,1500,4,115,1486,0.763178261
10,1600,4,122.6,1586,0.763178261
10,1700,4,130.2,1686,0.763178261
10,1800,4,137.6,1786,0.763178261
10,1900,4,145.5,1886,0.763178261
10,2000,4,153,1986,0.763178261
10,2100,4,160.7,2086,0.763178261
10,2200,4,168.4,2186,0.763178261
10,2300,4,176.1,2286,0.763178261
10,2400,4,183.1,2386,0.763178261
10,2500,4,191.3,2486,0.763178261
10,2600,4,199.5,2586,0.763178261
10,2700,4,205.8,2686,0.763178261
10,2800,4,213.2,2786,0.763178261
10,2900,4,221.2,2886,0.763178261
10,3000,4,229,2986,0.763178261
10,3100,4,236.1,3086,0.763178261
10,3200,4,243.9,3186,0.763178261
10,3300,4,251.2,3286,0.763178261
10,3400,4,258.4,3386,0.763178261
10,3500,4,265.7,3486,0.763178261
10,3600,4,273.5,3586,0.763178261
10,3700,4,281,3686,0.763178261
10,3800,4,288.8,3786,0.763178261
10,3900,4,296.2,3886,0.763178261
10,4000,4,303.9,3986,0.763178261
10,4100,4,311.9,4086,0.763178261
10,4200,4,320.2,4186,0.763178261
10,4300,4,327.4,4286,0.763178261
10,4400,4,335.3,4386,0.763178261
10,4500,4,343.1,4486,0.763178261
10,4600,4,350.4,4586,0.763178261
10,4700,4,357.4,4686,0.763178261
10,4800,4,366.1,4786,0.763178261
10,4900,4,373.8,4886,0.763178261
10,5000,4,381,4986,0.763178261
11,0,1,0,0,0.9959879745
11,100,1,9,69,0.9959879745
11,200,1,19,169,0.9959879745
11,300,1,29,269,0.9959879745
11,400,1,39,369,0.9959879745
11,500,1,48.9,469,0.9959879745
11,600,1,58.9,569,0.9959879745
11,700,1,68.9,669,0.9959879745
11,800,1,78.7,769,0.9959879745
11,900,1,88.7,869,0.9959879745
11,1000,1,98.6,969,0.9959879745
11,1100,1,108.5,1069,0.9959879745
11,1200,1,118.2,1169,0.9959879745
11,1300,1,128.2,1269,0.9959879745
11,1400,1,138.2,1369,0.9959879745
11,1500,1,148.2,1469,0.9959879745
11,1600,1,158.2,1569,0.9959879745
11,1700,1,168.2,1669,0.9959879745
11,1800,1,178.1,1769,0.9959879745
11,1900,1,188.1,1869,0.9959879745
11,2000,1,198.1,1969,0.9959879745
11,2100,1,208,2069,0.9959879745
11,2200,1,218,2169,0.9959879745
11,2300,1,228,2269,0.9959879745
11,2400,1,238,2369,0.9959879745
11,2500,1,247.9,2469,0.9959879745
11,2600,1,257.9,2569,0.9959879745
11,2700,1,267.6,2669,0.9959879745
11,2800,1,277.6,2769,0.9959879745
11,2900,1,287.5,2869,0.9959879745
11,3000,1,297.4,2969,0.9959879745
11,3100,1,307.4,3069,0.9959879745
11,3200,1,317.4,3169,0.9959879745
11,3300,1,327.4,3269,0.9959879745
11,3400,1,337.4,3369,0.9959879745
11,3500,1,347.3,3469,0.9959879745
11,3600,1,357.3,3569,0.9959879745
11,3700,1,367.3,3669,0.9959879745
11,3800,1,377.3,3769,0.9959879745
11,3900,1,387.3,3869,0.9959879745
11,4000,1,397.3,3969,0.9959879745
11,4100,1,407.3,4069,0.9959879745
11,4200,1,417.3,4169,0.9959879745
11,4300,1,427.3,4269,0.9959879745
11,4400,1,437.3,4369,0.9959879745
11,4500,1,447.2,4469,0.9959879745
11,4600,1,457.1,4569,0.9959879745
11,4700,1,467.1,4669,0.9959879745
11,4800,1,477.1,4769,0.9959879745
11,4900,1,487,4869,0.9959879745
11,5000,1,496.9,4969,0.9959879745
12,0,3,0,0,0.9279323654
12,100,3,8.7,33,0.9279323654
12,200,3,17.9,116,0.9279323654
12,300,3,27.4,216,0.9279323654
12,400,3,36.4,316,0.9279323654
12,500,3,45.2,416,0.9279323654
12,600,3,54.8,516,0.9279323654
12,700,3,63.7,616,0.9279323654
12,800,3,72.9,716,0.9279323654
12,900,3,82.3,816,0.9279323654
12,1000,3,91.7,916,0.9279323654
12,1100,3,101.2,1016,0.9279323654
12,1200,3,110.7,1116,0.9279323654
12,1300,3,119.7,1216,0.9279323654
12,1400,3,128.9,1316,0.9279323654
12,1500,3,137.8,1416,0.9279323654
12,1600,3,147,1516,0.9279323654
12,1700,3,156.7,1616,0.9279323654
12,1800,3,165.5,1716,0.9279323654
12,1900,3,174.8,1816,0.9279323654
12,2000,3,184.5,1916,0.9279323654
12,2100,3,193.8,2016,0.9279323654
12,2200,3,202.8,2116,0.9279323654
12,2300,3,212.1,2216,0.9279323654
12,2400,3,221.3,2316,0.9279323654
12,2500,3,230.4,2416,0.9279323654
12,2600,3,240.2,2516,0.9279323654
12,2700,3,249.7,2616,0.9279323654
12,2800,3,258.9,2716,0.9279323654
12,2900,3,268.2,2816,0.9279323654
12,3000,3,277.4,2916,0.9279323654
12,3100,3,286.7,3016,0.9279323654
12,3200,3,295.8,3116,0.9279323654
12,3300,3,305.1,3216,0.9279323654
12,3400,3,314.3,3316,0.9279323654
12,3500,3,323.3,3416,0.9279323654
12,3600,3,332.8,3516,0.9279323654
12,3700,3,342.2,3616,0.9279323654
12,3800,3,351.6,3716,0.9279323654
12,3900,3,360.9,3816,0.9279323654
12,4000,3,370,3916,0.9279323654
12,4100,3,379.3,4016,0.9279323654
12,4200,3,388.6,4116,0.9279323654
12,4300,3,397.9,4216,0.9279323654
12,4400,3,406.8,4316,0.9279323654
12,4500,3,415.8,4416,0.9279323654
12,4600,3,425.4,4516,0.9279323654
12,4700,3,434.5,4616,0.9279323654
12,4800,3,444.2,4716,0.9279323654
12,4900,3,453.3,4816,0.9279323654
12,5000,3,462.2,4916,0.9279323654
13,0,4,0,0,0.9745438096
13,100,4,8.9,69,0.9745438096
13,200,4,18.7,169,0.9745438096
13,300,4,28.2,269,0.9745438096
13,400,4,37.8,369,0.9745438096
13,500,4,47.5,469,0.9745438096
13,600,4,57.1,569,0.9745438096
13,700,4,66.8,669,0.9745438096
13,800,4,76.7,769,0.9745438096
13,900,4,86.5,869,0.9745438096
13,1000,4,96.3,969,0.9745438096
13,1100,4,106.3,1069,0.9745438096
13,1200,4,116.3,1169,0.9745438096
13,1300,4,126,1269,0.9745438096
13,1400,4,136,1369,0.9745438096
13,1500,4,145.6,1469,0.9745438096
13,1600,4,155.2,1569,0.9745438096
13,1700,4,165,1669,0.9745438096
13,1800,4,174.6,1769,0.9745438096
13,1900,4,184.3,1869,0.9745438096
13,2000,4,194.1,1969,0.9745438096
13,2100,4,203.7,2069,0.9745438096
13,2200,4,213.4,2169,0.9745438096
13,2300,4,223.2,2269,0.9745438096
13,2400,4,232.8,2369,0.9745438096
13,2500,4,242.6,2469,0.9745438096
13,2600,4,252.2,2569,0.9745438096
13,2700,4,262,2669,0.9745438096
13,2800,4,271.3,2769,0.9745438096
13,2900,4,281.2,2869,0.9745438096
13,3000,4,291.2,2969,0.9745438096
13,3100,4,300.9,3069,0.9745438096
13,3200,4,310.9,3169,0.9745438096
13,3300,4,320.7,3269,0.9745438096
13,3400,4,330.5,3369,0.9745438096
13,3500,4,340.4,3469,0.9745438096
13,3600,4,350.3,3569,0.9745438096
13,3700,4,359.9,3669,0.9745438096
13,3800,4,369.8,3769,0.9745438096
13,3900,4,379.8,3869,0.9745438096
13,4000,4,389.6,3969,0.9745438096
13,4100,4,399.4,4069,0.9745438096
13,4200,4,409,4169,0.9745438096
13,4300,4,418.7,4269,0.9745438096
13,4400,4,428.3,4369,0.9745438096
13,4500,4,438.2,4469,0.9745438096
13,4600,4,447.7,4569,0.9745438096
13,4700,4,457.4,4669,0.9745438096
13,4800,4,466.9,4769,0.9745438096
13,4900,4,476.6,4869,0.9745438096
13,5000,4,486.2,4969,0.9745438096
14,0,0,0,0,0.9769470756
14,100,0,9,75,0.9769470756
14,200,0,18.7,175,0.9769470756
14,300,0,28.5,275,0.9769470756
14,400,0,38.5,375,0.9769470756
14,500,0,48.4,475,0.9769470756
14,600,0,58.2,575,0.9769470756
14,700,0,68.1,675,0.9769470756
14,800,0,77.9,775,0.9769470756
14,900,0,87.6,875,0.9769470756
14,1000,0,97.4,975,0.9769470756
14,1100,0,107.1,1075,0.9769470756
14,1200,0,116.8,1175,0.9769470756
14,1300,0,126.3,1275,0.9769470756
14,1400,0,136.2,1375,0.9769470756
14,1500,0,145.9,1475,0.9769470756
14,1600,0,155.7,1575,0.9769470756
14,1700,0,165.4,1675,0.9769470756
14,1800,0,175.1,1775,0.9769470756
14,1900,0,184.9,1875,0.9769470756
14,2000,0,194.5,1975,0.9769470756
14,2100,0,204.3,2075,0.9769470756
14,2200,0,213.9,2175,0.9769470756
14,2300,0,223.8,2275,0.9769470756
14,2400,0,233.7,2375,0.9769470756
14,2500,0,243.5,2475,0.9769470756
14,2600,0,253.3,2575,0.9769470756
14,2700,0,263,2675,0.9769470756
14,2800,0,272.7,2775,0.9769470756
14,2900,0,282.5,2875,0.9769470756
14,3000,0,292.5,2975,0.9769470756
14,3100,0,302.3,3075,0.9769470756
14,3200,0,312.1,3175,0.9769470756
14,3300,0,321.9,3275,0.9769470756
14,3400,0,331.6,3375,0.9769470756
14,3500,0,341.6,3475,0.9769470756
14,3600,0,351.2,3575,0.9769470756
14,3700,0,360.8,3675,0.9769470756
14,3800,0,370.6,3775,0.9769470756
14,3900,0,380,3875,0.9769470756
14,4000,0,389.9,3975,0.9769470756
14,4100,0,399.8,4075,0.9769470756
14,4200,0,409.6,4175,0.9769470756
14,4300,0,419.5,4275,0.9769470756
14,4400,0,429.2,4375,0.9769470756
14,4500,0,438.8,4475,0.9769470756
14,4600,0,448.4,4575,0.9769470756
14,4700,0,458,4675,0.9769470756
14,4800,0,467.7,4775,0.9769470756
14,4900,0,477.5,4875,0.9769470756
14,5000,0,487.2,4975,0.9769470756
15,0,0,0,0,0.8046417999
15,100,0,6.4,64,0.8046417999
15,200,0,14.2,164,0.8046417999
15,300,0,21.8,264,0.8046417999
15,400,0,29.9,364,0.8046417999
15,500,0,38.7,464,0.8046417999
15,600,0,47.2,564,0.8046417999
15,700,0,55.9,664,0.8046417999
15,800,0,64.5,764,0.8046417999
15,900,0,72,864,0.8046417999
15,1000,0,79.9,964,0.8046417999
15,1100,0,88.1,1064,0.8046417999
15,1200,0,96.1,1164,0.8046417999
15,1300,0,103.8,1264,0.8046417999
15,1400,0,111.4,1364,0.8046417999
15,1500,0,119.9,1464,0.8046417999
15,1600,0,128,1564,0.8046417999
15,1700,0,136.2,1664,0.8046417999
15,1800,0,144.3,1764,0.8046417999
15,1900,0,153,1864,0.8046417999
15,2000,0,161.6,1964,0.8046417999
15,2100,0,170,2064,0.8046417999
15,2200,0,178.8,2164,0.8046417999
15,2300,0,187.2,2264,0.8046417999
15,2400,0,195.7,2364,0.8046417999
15,2500,0,203.9,2464,0.8046417999
15,2600,0,211.9,2564,0.8046417999
15,2700,0,219.6,2664,0.8046417999
15,2800,0,227.5,2764,0.8046417999
15,2900,0,235.6,2864,0.8046417999
15,3000,0,243.7,2964,0.8046417999
15,3100,0,252,3064,0.8046417999
15,3200,0,259.7,3164,0.8046417999
15,3300,0,267.2,3264,0.8046417999
15,3400,0,275.8,3364,0.8046417999
15,3500,0,283.6,3464,0.8046417999
15,3600,0,291.6,3564,0.8046417999
15,3700,0,299.8,3664,0.8046417999
15,3800,0,308,3764,0.8046417999
15,3900,0,315.7,3864,0.8046417999
15,4000,0,324.2,3964,0.8046417999
15,4100,0,331.8,4064,0.8046417999
15,4200,0,340.1,4164,0.8046417999
15,4300,0,348.1,4264,0.8046417999
15,4400,0,356.2,4364,0.8046417999
15,4500,0,364.5,4464,0.8046417999
15,4600,0,371.7,4564,0.8046417999
15,4700,0,380.2,4664,0.8046417999
15,4800,0,388.1,4764,0.8046417999
15,4900,0,396.6,4864,0.8046417999
15,5000,0,405,4964,0.8046417999
16,0,8,0,0,0.5324235766
16,100,8,3.2,1,0.5324235766
16,200,8,6.8,1,0.5324235766
16,300,8,10.8,1,0.5324235766
16,400,8,13.5,1,0.5324235766
16,500,8,17.2,1,0.5324235766
16,600,8,20.1,1,0.5324235766
16,700,8,23,1,0.5324235766
16,800,8,26.8,1,0.5324235766
16,900,8,30.7,1,0.5324235766
16,1000,8,33.2,1,0.5324235766
16,1100,8,36.7,1,0.5324235766
16,1200,8,40.3,1,0.5324235766
16,1300,8,43.2,1,0.5324235766
16,1400,8,46.4,1,0.5324235766
16,1500,8,49.7,1,0.5324235766
16,1600,8,54,1,0.5324235766
16,1700,8,57.2,1,0.5324235766
16,1800,8,60.6,1,0.5324235766
16,1900,8,63.5,1,0.5324235766
16,2000,8,67.5,1,0.5324235766
16,2100,8,70.8,1,0.5324235766
16,2200,8,74.8,1,0.5324235766
16,2300,8,78.6,1,0.5324235766
16,2400,8,82.4,1,0.5324235766
16,2500,8,85.2,1,0.5324235766
16,2600,8,87.9,1,0.5324235766
16,2700,8,91.4,1,0.5324235766
16,2800,8,95.1,1,0.5324235766
16,2900,8,99.2,1,0.5324235766
16,3000,8,103.1,1,0.5324235766
16,3100,8,106.4,1,0.5324235766
16,3200,8,109.1,1,0.5324235766
16,3300,8,112.7,1,0.5324235766
16,3400,8,115.7,1,0.5324235766
16,3500,8,119.6,1,0.5324235766
16,3600,8,123.3,1,0.5324235766
16,3700,8,127.1,1,0.5324235766
16,3800,8,130.5,1,0.5324235766
16,3900,8,133.5,1,0.5324235766
16,4000,8,137.3,1,0.5324235766
16,4100,8,141.3,1,0.5324235766
16,4200,8,145.1,1,0.5324235766
16,4300,8,148.6,1,0.5324235766
16,4400,8,151.9,1,0.5324235766
16,4500,8,155,1,0.5324235766
16,4600,8,158,1,0.5324235766
16,4700,8,161.4,1,0.5324235766
16,4800,8,164.6,1,0.5324235766
16,4900,8,167.9,1,0.5324235766
16,5000,8,171,1,0.5324235766
17,0,6,0,0,0.9689187441
17,100,6,7.3,1,0.9689187441
17,200,6,15.8,1,0.9689187441
17,300,6,24.1,1,0.9689187441
17,400,6,33.2,1,0.9689187441
17,500,6,41.1,1,0.9689187441
17,600,6,49.6,1,0.9689187441
17,700,6,57.9,1,0.9689187441
17,800,6,66.1,1,0.9689187441
17,900,6,74.5,1,0.9689187441
