# Name, Student Number
# Nikolas Maier, 500461990
# Oluwatomilayo Adegbite, 500569283
Gambler #,Round #,Optimal Arm,Average reward,Times optimal action picked,Actual Probability
44,1800,5,152.5,1,0.8982862111
44,1900,5,160.9,1,0.8982862111
44,2000,5,169.1,1,0.8982862111
44,2100,5,177.7,1,0.8982862111
44,2200,5,186.6,1,0.8982862111
44,2300,5,194.7,1,0.8982862111
44,2400,5,203.2,1,0.8982862111
44,2500,5,211.8,1,0.8982862111
44,2600,5,219.6,1,0.8982862111
44,2700,5,227.8,1,0.8982862111
44,2800,5,235.9,1,0.8982862111
44,2900,5,244.7,1,0.8982862111
44,3000,5,253.5,1,0.8982862111
44,3100,5,261.8,1,0.8982862111
44,3200,5,270.2,1,0.8982862111
44,3300,5,278.4,1,0.8982862111
44,3400,5,287.1,1,0.8982862111
44,3500,5,295.9,1,0.8982862111
44,3600,5,304.4,1,0.8982862111
44,3700,5,313.1,1,0.8982862111
44,3800,5,321.9,1,0.8982862111
44,3900,5,330.7,1,0.8982862111
44,4000,5,339,1,0.8982862111
44,4100,5,347.9,1,0.8982862111
44,4200,5,356.5,1,0.8982862111
44,4300,5,365.4,1,0.8982862111
44,4400,5,374.3,1,0.8982862111
44,4500,5,382.6,1,0.8982862111
44,4600,5,391.1,1,0.8982862111
44,4700,5,399.8,1,0.8982862111
44,4800,5,408,1,0.8982862111
44,4900,5,416.6,1,0.8982862111
44,5000,5,424.5,1,0.8982862111
45,0,8,0,0,0.917456463
45,100,8,8.7,44,0.917456463
45,200,8,18.4,144,0.917456463
45,300,8,27.8,244,0.917456463
45,400,8,36.9,344,0.917456463
45,500,8,46.2,420,0.917456463
45,600,8,55.4,501,0.917456463
45,700,8,64.6,600,0.917456463
45,800,8,73.7,700,0.917456463
45,900,8,82.8,800,0.917456463
45,1000,8,92.2,900,0.917456463
45,1100,8,101.5,1000,0.917456463
45,1200,8,111,1100,0.917456463
45,1300,8,119.4,1200,0.917456463
45,1400,8,128.6,1296,0.917456463
45,1500,8,137.8,1396,0.917456463
45,1600,8,146.8,1496,0.917456463
45,1700,8,155.9,1596,0.917456463
45,1800,8,165.1,1696,0.917456463
45,1900,8,174.5,1796,0.917456463
45,2000,8,183.6,1896,0.917456463
45,2100,8,193.1,1996,0.917456463
45,2200,8,202.1,2096,0.917456463
45,2300,8,211.3,2196,0.917456463
45,2400,8,220.7,2296,0.917456463
45,2500,8,229.8,2396,0.917456463
45,2600,8,238.6,2496,0.917456463
45,2700,8,248,2596,0.917456463
45,2800,8,257,2696,0.917456463
45,2900,8,266.3,2796,0.917456463
45,3000,8,275.5,2896,0.917456463
45,3100,8,285,2996,0.917456463
45,3200,8,294.3,3096,0.917456463
45,3300,8,303.4,3196,0.917456463
45,3400,8,312.5,3296,0.917456463
45,3500,8,321.8,3396,0.917456463
45,3600,8,330.8,3496,0.917456463
45,3700,8,339.6,3596,0.917456463
45,3800,8,349,3696,0.917456463
45,3900,8,358.1,3796,0.917456463
45,4000,8,367.1,3896,0.917456463
45,4100,8,376.6,3996,0.917456463
45,4200,8,386,4096,0.917456463
45,4300,8,395.2,4196,0.917456463
45,4400,8,404.5,4296,0.917456463
45,4500,8,413.5,4396,0.917456463
45,4600,8,422.9,4496,0.917456463
45,4700,8,431.8,4596,0.917456463
45,4800,8,440.9,4696,0.917456463
45,4900,8,449.8,4796,0.917456463
45,5000,8,458.8,4896,0.917456463
46,0,0,0,0,0.8850598684
46,100,0,8.4,82,0.8850598684
46,200,0,16.9,182,0.8850598684
46,300,0,26,282,0.8850598684
46,400,0,35.1,382,0.8850598684
46,500,0,43.7,482,0.8850598684
46,600,0,52.8,582,0.8850598684
46,700,0,61.6,682,0.8850598684
46,800,0,70.6,782,0.8850598684
46,900,0,79.2,882,0.8850598684
46,1000,0,88,982,0.8850598684
46,1100,0,97,1082,0.8850598684
46,1200,0,105.8,1182,0.8850598684
46,1300,0,114.4,1282,0.8850598684
46,1400,0,123.6,1382,0.8850598684
46,1500,0,132.9,1482,0.8850598684
46,1600,0,141.5,1582,0.8850598684
46,1700,0,150.9,1682,0.8850598684
46,1800,0,159.9,1782,0.8850598684
46,1900,0,169.1,1882,0.8850598684
46,2000,0,178.4,1982,0.8850598684
46,2100,0,186.6,2082,0.8850598684
46,2200,0,195.2,2182,0.8850598684
46,2300,0,203.6,2282,0.8850598684
46,2400,0,212.4,2382,0.8850598684
46,2500,0,220.6,2482,0.8850598684
46,2600,0,229.5,2582,0.8850598684
46,2700,0,238.3,2682,0.8850598684
46,2800,0,247.2,2782,0.8850598684
46,2900,0,256.1,2882,0.8850598684
46,3000,0,264.9,2982,0.8850598684
46,3100,0,273.5,3082,0.8850598684
46,3200,0,282.5,3182,0.8850598684
46,3300,0,291.1,3282,0.8850598684
46,3400,0,300.2,3382,0.8850598684
46,3500,0,309,3482,0.8850598684
46,3600,0,317.8,3582,0.8850598684
46,3700,0,326.9,3682,0.8850598684
46,3800,0,335.6,3782,0.8850598684
46,3900,0,344.8,3882,0.8850598684
46,4000,0,353.6,3982,0.8850598684
46,4100,0,362.8,4082,0.8850598684
46,4200,0,371.8,4182,0.8850598684
46,4300,0,380.6,4282,0.8850598684
46,4400,0,389.8,4382,0.8850598684
46,4500,0,398.6,4482,0.8850598684
46,4600,0,407.3,4582,0.8850598684
46,4700,0,416.4,4682,0.8850598684
46,4800,0,424.8,4782,0.8850598684
46,4900,0,433.9,4882,0.8850598684
46,5000,0,442.8,4982,0.8850598684
47,0,9,0,0,0.9191826976
47,100,9,7.9,2,0.9191826976
47,200,9,16.2,2,0.9191826976
47,300,9,24.6,2,0.9191826976
47,400,9,33,2,0.9191826976
47,500,9,41.4,2,0.9191826976
47,600,9,49.3,2,0.9191826976
47,700,9,57.5,2,0.9191826976
47,800,9,66.1,2,0.9191826976
47,900,9,75,2,0.9191826976
47,1000,9,83.5,2,0.9191826976
47,1100,9,92,2,0.9191826976
47,1200,9,99.6,2,0.9191826976
47,1300,9,108,2,0.9191826976
47,1400,9,115.5,2,0.9191826976
47,1500,9,123.9,2,0.9191826976
47,1600,9,131.5,2,0.9191826976
47,1700,9,139.9,2,0.9191826976
47,1800,9,148,2,0.9191826976
47,1900,9,156.3,2,0.9191826976
47,2000,9,164.5,2,0.9191826976
47,2100,9,172.9,2,0.9191826976
47,2200,9,181.6,2,0.9191826976
47,2300,9,189.9,2,0.9191826976
47,2400,9,198.3,2,0.9191826976
47,2500,9,205.6,2,0.9191826976
47,2600,9,213.8,2,0.9191826976
47,2700,9,221.8,2,0.9191826976
47,2800,9,230.4,2,0.9191826976
47,2900,9,238.5,2,0.9191826976
47,3000,9,246.7,2,0.9191826976
47,3100,9,255.1,2,0.9191826976
47,3200,9,264,2,0.9191826976
47,3300,9,271.8,2,0.9191826976
47,3400,9,280.6,2,0.9191826976
47,3500,9,288.8,2,0.9191826976
47,3600,9,296.3,2,0.9191826976
47,3700,9,304.7,2,0.9191826976
47,3800,9,313.3,2,0.9191826976
47,3900,9,321,2,0.9191826976
47,4000,9,329.8,2,0.9191826976
47,4100,9,338.1,2,0.9191826976
47,4200,9,347,2,0.9191826976
47,4300,9,355,2,0.9191826976
47,4400,9,362.9,2,0.9191826976
47,4500,9,371.7,2,0.9191826976
47,4600,9,380,2,0.9191826976
47,4700,9,388,2,0.9191826976
47,4800,9,396.4,2,0.9191826976
47,4900,9,404.9,2,0.9191826976
47,5000,9,413.2,2,0.9191826976
48,0,1,0,0,0.5387755648
48,100,1,5.1,84,0.5387755648
48,200,1,10.8,184,0.5387755648
48,300,1,16.1,284,0.5387755648
48,400,1,21.7,384,0.5387755648
48,500,1,27.3,484,0.5387755648
48,600,1,33.1,584,0.5387755648
48,700,1,38.2,684,0.5387755648
48,800,1,43.3,784,0.5387755648
48,900,1,48.8,884,0.5387755648
48,1000,1,54.3,984,0.5387755648
48,1100,1,59.6,1084,0.5387755648
48,1200,1,65.2,1184,0.5387755648
48,1300,1,70.4,1284,0.5387755648
48,1400,1,75.1,1384,0.5387755648
48,1500,1,80.6,1484,0.5387755648
48,1600,1,85.6,1584,0.5387755648
48,1700,1,90,1684,0.5387755648
48,1800,1,95.9,1784,0.5387755648
48,1900,1,100.8,1884,0.5387755648
48,2000,1,106.1,1984,0.5387755648
48,2100,1,111.3,2084,0.5387755648
48,2200,1,117,2184,0.5387755648
48,2300,1,122.5,2284,0.5387755648
48,2400,1,128.2,2384,0.5387755648
48,2500,1,134.4,2484,0.5387755648
48,2600,1,140.6,2584,0.5387755648
48,2700,1,145.8,2684,0.5387755648
48,2800,1,151.4,2784,0.5387755648
48,2900,1,156.8,2884,0.5387755648
48,3000,1,163.1,2984,0.5387755648
48,3100,1,168.3,3084,0.5387755648
48,3200,1,173.3,3184,0.5387755648
48,3300,1,179.3,3284,0.5387755648
48,3400,1,184.3,3384,0.5387755648
48,3500,1,189.4,3484,0.5387755648
48,3600,1,194.7,3584,0.5387755648
48,3700,1,199.3,3684,0.5387755648
48,3800,1,205,3784,0.5387755648
48,3900,1,210.1,3884,0.5387755648
48,4000,1,216.4,3984,0.5387755648
48,4100,1,221.9,4084,0.5387755648
48,4200,1,227,4184,0.5387755648
48,4300,1,232.8,4284,0.5387755648
48,4400,1,238.8,4384,0.5387755648
48,4500,1,243.8,4484,0.5387755648
48,4600,1,248.6,4584,0.5387755648
48,4700,1,253.5,4684,0.5387755648
48,4800,1,258,4784,0.5387755648
48,4900,1,263.1,4884,0.5387755648
48,5000,1,269.2,4984,0.5387755648
49,0,3,0,0,0.9451968201
49,100,3,8.8,13,0.9451968201
49,200,3,18.5,13,0.9451968201
49,300,3,27.7,13,0.9451968201
49,400,3,36.9,13,0.9451968201
49,500,3,46.4,13,0.9451968201
49,600,3,55.8,13,0.9451968201
49,700,3,65.3,13,0.9451968201
49,800,3,74.7,13,0.9451968201
49,900,3,84.2,13,0.9451968201
49,1000,3,93.7,13,0.9451968201
49,1100,3,103,13,0.9451968201
49,1200,3,112.5,13,0.9451968201
49,1300,3,121.9,13,0.9451968201
49,1400,3,131.3,13,0.9451968201
49,1500,3,140.6,13,0.9451968201
49,1600,3,150.2,13,0.9451968201
49,1700,3,159.4,13,0.9451968201
49,1800,3,169,13,0.9451968201
49,1900,3,178.2,13,0.9451968201
49,2000,3,187.7,13,0.9451968201
49,2100,3,197.6,13,0.9451968201
49,2200,3,207.1,13,0.9451968201
49,2300,3,216.5,13,0.9451968201
49,2400,3,225.7,13,0.9451968201
49,2500,3,235.4,13,0.9451968201
49,2600,3,244.6,13,0.9451968201
49,2700,3,253.9,13,0.9451968201
49,2800,3,262.9,13,0.9451968201
49,2900,3,272.7,13,0.9451968201
49,3000,3,282.2,13,0.9451968201
49,3100,3,291.4,13,0.9451968201
49,3200,3,301.2,13,0.9451968201
49,3300,3,310.5,13,0.9451968201
49,3400,3,319.7,13,0.9451968201
49,3500,3,329,13,0.9451968201
49,3600,3,338.2,13,0.9451968201
49,3700,3,347.9,13,0.9451968201
49,3800,3,357.4,13,0.9451968201
49,3900,3,366.5,13,0.9451968201
49,4000,3,376,13,0.9451968201
49,4100,3,385.4,13,0.9451968201
49,4200,3,394.8,13,0.9451968201
49,4300,3,404.2,13,0.9451968201
49,4400,3,413.7,13,0.9451968201
49,4500,3,423,13,0.9451968201
49,4600,3,432.4,13,0.9451968201
49,4700,3,442,13,0.9451968201
49,4800,3,451.4,13,0.9451968201
49,4900,3,460.3,13,0.9451968201
49,5000,3,469.8,13,0.9451968201
50,0,4,0,0,0.9382718204
50,100,4,8.7,73,0.9382718204
50,200,4,17.9,173,0.9382718204
50,300,4,27.3,273,0.9382718204
50,400,4,36.8,373,0.9382718204
50,500,4,46.5,473,0.9382718204
50,600,4,55.7,573,0.9382718204
50,700,4,64.9,673,0.9382718204
50,800,4,74.6,773,0.9382718204
50,900,4,84.1,873,0.9382718204
50,1000,4,93.8,973,0.9382718204
50,1100,4,103.5,1073,0.9382718204
50,1200,4,113.1,1173,0.9382718204
50,1300,4,122.8,1273,0.9382718204
50,1400,4,131.7,1373,0.9382718204
50,1500,4,140.4,1473,0.9382718204
50,1600,4,149.9,1573,0.9382718204
50,1700,4,159.3,1673,0.9382718204
50,1800,4,168.7,1773,0.9382718204
50,1900,4,177.9,1873,0.9382718204
50,2000,4,187.6,1973,0.9382718204
50,2100,4,197,2073,0.9382718204
50,2200,4,206.6,2173,0.9382718204
50,2300,4,216.1,2273,0.9382718204
50,2400,4,225.2,2373,0.9382718204
50,2500,4,234.6,2473,0.9382718204
50,2600,4,244,2573,0.9382718204
50,2700,4,253,2673,0.9382718204
50,2800,4,262,2773,0.9382718204
50,2900,4,271.5,2873,0.9382718204
50,3000,4,280.7,2973,0.9382718204
50,3100,4,289.5,3073,0.9382718204
50,3200,4,299.1,3173,0.9382718204
50,3300,4,308.5,3273,0.9382718204
50,3400,4,317.9,3373,0.9382718204
50,3500,4,327,3473,0.9382718204
50,3600,4,336.4,3573,0.9382718204
50,3700,4,345.9,3673,0.9382718204
50,3800,4,355.2,3773,0.9382718204
50,3900,4,364.7,3873,0.9382718204
50,4000,4,374.2,3973,0.9382718204
50,4100,4,383.5,4073,0.9382718204
50,4200,4,392.9,4173,0.9382718204
50,4300,4,402.6,4273,0.9382718204
50,4400,4,411.8,4373,0.9382718204
50,4500,4,421.3,4473,0.9382718204
50,4600,4,430.7,4573,0.9382718204
50,4700,4,440,4673,0.9382718204
50,4800,4,449.1,4773,0.9382718204
50,4900,4,458,4873,0.9382718204
50,5000,4,467.6,4973,0.9382718204
51,0,2,0,0,0.8789056066
51,100,2,7.9,81,0.8789056066
51,200,2,16.8,181,0.8789056066
51,300,2,26,281,0.8789056066
51,400,2,34.6,381,0.8789056066
51,500,2,43.3,481,0.8789056066
51,600,2,52.2,581,0.8789056066
51,700,2,60.9,681,0.8789056066
51,800,2,69.9,781,0.8789056066
51,900,2,77.9,881,0.8789056066
51,1000,2,86.1,981,0.8789056066
51,1100,2,94.9,1081,0.8789056066
51,1200,2,104.1,1181,0.8789056066
51,1300,2,113.1,1281,0.8789056066
51,1400,2,122.1,1381,0.8789056066
51,1500,2,129.9,1481,0.8789056066
51,1600,2,138.4,1581,0.8789056066
51,1700,2,147.4,1681,0.8789056066
51,1800,2,156.6,1781,0.8789056066
51,1900,2,165.7,1881,0.8789056066
51,2000,2,174.4,1981,0.8789056066
51,2100,2,182.9,2081,0.8789056066
51,2200,2,192,2181,0.8789056066
51,2300,2,201.4,2281,0.8789056066
51,2400,2,210.3,2381,0.8789056066
51,2500,2,218.6,2481,0.8789056066
51,2600,2,226.8,2581,0.8789056066
51,2700,2,235.6,2681,0.8789056066
51,2800,2,244.5,2781,0.8789056066
51,2900,2,253.2,2881,0.8789056066
51,3000,2,261.8,2981,0.8789056066
51,3100,2,270.6,3081,0.8789056066
51,3200,2,279.7,3181,0.8789056066
51,3300,2,288.6,3281,0.8789056066
51,3400,2,297.7,3381,0.8789056066
51,3500,2,306.1,3481,0.8789056066
51,3600,2,315.2,3581,0.8789056066
51,3700,2,324.1,3681,0.8789056066
51,3800,2,332.8,3781,0.8789056066
51,3900,2,341.8,3881,0.8789056066
51,4000,2,350.2,3981,0.8789056066
51,4100,2,359.3,4081,0.8789056066
51,4200,2,368.3,4181,0.8789056066
51,4300,2,377.4,4281,0.8789056066
51,4400,2,386.4,4381,0.8789056066
51,4500,2,395.5,4481,0.8789056066
51,4600,2,404.4,4581,0.8789056066
51,4700,2,412.8,4681,0.8789056066
51,4800,2,421.7,4781,0.8789056066
51,4900,2,430.8,4881,0.8789056066
51,5000,2,439.9,4981,0.8789056066
52,0,2,0,0,0.9989349707
52,100,2,9.8,97,0.9989349707
52,200,2,19.8,197,0.9989349707
52,300,2,29.8,297,0.9989349707
52,400,2,39.8,397,0.9989349707
52,500,2,49.8,497,0.9989349707
52,600,2,59.8,597,0.9989349707
52,700,2,69.8,697,0.9989349707
52,800,2,79.8,797,0.9989349707
52,900,2,89.8,897,0.9989349707
52,1000,2,99.8,997,0.9989349707
52,1100,2,109.8,1097,0.9989349707
52,1200,2,119.8,1197,0.9989349707
52,1300,2,129.8,1297,0.9989349707
52,1400,2,139.8,1397,0.9989349707
52,1500,2,149.8,1497,0.9989349707
52,1600,2,159.8,1597,0.9989349707
52,1700,2,169.8,1697,0.9989349707
52,1800,2,179.8,1797,0.9989349707
52,1900,2,189.7,1897,0.9989349707
52,2000,2,199.7,1997,0.9989349707
52,2100,2,209.7,2097,0.9989349707
52,2200,2,219.7,2197,0.9989349707
52,2300,2,229.7,2297,0.9989349707
52,2400,2,239.7,2397,0.9989349707
52,2500,2,248.9,2488,0.9989349707
52,2600,2,258.9,2588,0.9989349707
52,2700,2,268.9,2688,0.9989349707
52,2800,2,278.9,2788,0.9989349707
52,2900,2,288.9,2888,0.9989349707
52,3000,2,298.9,2988,0.9989349707
52,3100,2,308.9,3088,0.9989349707
52,3200,2,318.9,3188,0.9989349707
52,3300,2,328.9,3288,0.9989349707
52,3400,2,338.9,3388,0.9989349707
52,3500,2,348.8,3488,0.9989349707
52,3600,2,358.8,3588,0.9989349707
52,3700,2,368.8,3688,0.9989349707
52,3800,2,378.8,3788,0.9989349707
52,3900,2,388.8,3888,0.9989349707
52,4000,2,398.8,3988,0.9989349707
52,4100,2,408.7,4088,0.9989349707
52,4200,2,418.7,4188,0.9989349707
52,4300,2,428.7,4288,0.9989349707
52,4400,2,438.7,4388,0.9989349707
52,4500,2,448.7,4488,0.9989349707
52,4600,2,458.7,4588,0.9989349707
52,4700,2,468.7,4688,0.9989349707
52,4800,2,478.7,4788,0.9989349707
52,4900,2,488.7,4888,0.9989349707
52,5000,2,498.7,4988,0.9989349707
53,0,4,0,0,0.9100751056
53,100,4,8.2,4,0.9100751056
53,200,4,17.4,4,0.9100751056
53,300,4,26,4,0.9100751056
53,400,4,35.2,4,0.9100751056
53,500,4,44.4,4,0.9100751056
53,600,4,53.8,4,0.9100751056
53,700,4,62.8,4,0.9100751056
53,800,4,72.3,4,0.9100751056
53,900,4,81.6,4,0.9100751056
53,1000,4,90.6,4,0.9100751056
53,1100,4,100.1,4,0.9100751056
53,1200,4,109,4,0.9100751056
53,1300,4,118.2,4,0.9100751056
53,1400,4,127.2,4,0.9100751056
53,1500,4,136.4,4,0.9100751056
53,1600,4,145.2,4,0.9100751056
53,1700,4,154.1,4,0.9100751056
53,1800,4,163.2,4,0.9100751056
53,1900,4,172.1,4,0.9100751056
53,2000,4,180.9,4,0.9100751056
53,2100,4,189.8,4,0.9100751056
53,2200,4,199.1,4,0.9100751056
53,2300,4,208.2,4,0.9100751056
53,2400,4,217,4,0.9100751056
53,2500,4,225.4,4,0.9100751056
53,2600,4,234.4,4,0.9100751056
53,2700,4,243.3,4,0.9100751056
53,2800,4,252.6,4,0.9100751056
53,2900,4,261.8,4,0.9100751056
53,3000,4,271.1,4,0.9100751056
53,3100,4,280.6,4,0.9100751056
53,3200,4,289.6,4,0.9100751056
53,3300,4,298.8,4,0.9100751056
53,3400,4,307.9,4,0.9100751056
53,3500,4,316.6,4,0.9100751056
53,3600,4,325.8,4,0.9100751056
53,3700,4,334.4,4,0.9100751056
53,3800,4,343.1,4,0.9100751056
53,3900,4,351.7,4,0.9100751056
53,4000,4,360.6,4,0.9100751056
53,4100,4,369.9,4,0.9100751056
53,4200,4,379.4,4,0.9100751056
53,4300,4,388.3,4,0.9100751056
53,4400,4,397.4,4,0.9100751056
53,4500,4,406.2,4,0.9100751056
53,4600,4,415.4,4,0.9100751056
53,4700,4,424.9,4,0.9100751056
53,4800,4,434.1,4,0.9100751056
53,4900,4,442.8,4,0.9100751056
53,5000,4,452.3,4,0.9100751056
54,0,2,0,0,0.9389029275
54,100,2,7.7,9,0.9389029275
54,200,2,16.3,9,0.9389029275
54,300,2,24.3,9,0.9389029275
54,400,2,32.9,9,0.9389029275
54,500,2,41.8,9,0.9389029275
54,600,2,50,9,0.9389029275
54,700,2,58,9,0.9389029275
54,800,2,66.6,9,0.9389029275
54,900,2,75.5,9,0.9389029275
54,1000,2,83.7,9,0.9389029275
54,1100,2,91.9,9,0.9389029275
54,1200,2,100.7,9,0.9389029275
54,1300,2,109.5,9,0.9389029275
54,1400,2,118.3,9,0.9389029275
54,1500,2,127.1,9,0.9389029275
54,1600,2,136.1,9,0.9389029275
54,1700,2,144.5,9,0.9389029275
54,1800,2,152.1,9,0.9389029275
54,1900,2,160,9,0.9389029275
54,2000,2,168.5,9,0.9389029275
54,2100,2,177,9,0.9389029275
54,2200,2,185.6,9,0.9389029275
54,2300,2,193.9,9,0.9389029275
54,2400,2,202.9,9,0.9389029275
54,2500,2,211.6,9,0.9389029275
54,2600,2,220.1,9,0.9389029275
54,2700,2,228.4,9,0.9389029275
54,2800,2,236.7,9,0.9389029275
54,2900,2,245.1,9,0.9389029275
54,3000,2,253.5,9,0.9389029275
54,3100,2,261.3,9,0.9389029275
54,3200,2,270.1,9,0.9389029275
54,3300,2,278.6,9,0.9389029275
54,3400,2,287.6,9,0.9389029275
54,3500,2,296.5,9,0.9389029275
54,3600,2,305.2,9,0.9389029275
54,3700,2,313.9,9,0.9389029275
54,3800,2,321.8,9,0.9389029275
54,3900,2,329.8,9,0.9389029275
54,4000,2,337.7,9,0.9389029275
54,4100,2,345.7,9,0.9389029275
54,4200,2,354,9,0.9389029275
54,4300,2,362.6,9,0.9389029275
54,4400,2,371.1,9,0.9389029275
54,4500,2,379.4,9,0.9389029275
54,4600,2,387.4,9,0.9389029275
54,4700,2,395.8,9,0.9389029275
54,4800,2,404.3,9,0.9389029275
54,4900,2,412.7,9,0.9389029275
54,5000,2,420.2,9,0.9389029275
55,0,5,0,0,0.9513684817
55,100,5,8.9,73,0.9513684817
55,200,5,18,173,0.9513684817
55,300,5,27.2,273,0.9513684817
55,400,5,36.7,373,0.9513684817
55,500,5,45.9,473,0.9513684817
55,600,5,55.4,573,0.9513684817
55,700,5,65.1,673,0.9513684817
55,800,5,74.6,773,0.9513684817
55,900,5,84.1,873,0.9513684817
55,1000,5,93.8,973,0.9513684817
55,1100,5,103.1,1073,0.9513684817
55,1200,5,112.6,1173,0.9513684817
55,1300,5,122,1273,0.9513684817
55,1400,5,131.6,1373,0.9513684817
55,1500,5,141,1473,0.9513684817
55,1600,5,150.4,1573,0.9513684817
55,1700,5,160,1673,0.9513684817
55,1800,5,169.6,1773,0.9513684817
55,1900,5,178.9,1873,0.9513684817
55,2000,5,188.1,1973,0.9513684817
55,2100,5,197.9,2073,0.9513684817
55,2200,5,207.5,2173,0.9513684817
55,2300,5,217,2273,0.9513684817
55,2400,5,226.6,2373,0.9513684817
55,2500,5,236.1,2473,0.9513684817
55,2600,5,245.5,2573,0.9513684817
55,2700,5,255.4,2673,0.9513684817
55,2800,5,264.7,2773,0.9513684817
55,2900,5,274.5,2873,0.9513684817
55,3000,5,284.1,2973,0.9513684817
55,3100,5,293.5,3073,0.9513684817
55,3200,5,303.2,3173,0.9513684817
55,3300,5,312.7,3273,0.9513684817
55,3400,5,322.1,3373,0.9513684817
55,3500,5,331.2,3473,0.9513684817
55,3600,5,340.8,3573,0.9513684817
55,3700,5,350.7,3673,0.9513684817
55,3800,5,360.4,3773,0.9513684817
55,3900,5,369.7,3873,0.9513684817
55,4000,5,379.3,3973,0.9513684817
55,4100,5,388.6,4073,0.9513684817
55,4200,5,398.3,4173,0.9513684817
55,4300,5,408,4273,0.9513684817
55,4400,5,417.8,4373,0.9513684817
55,4500,5,427.2,4473,0.9513684817
55,4600,5,436.8,4573,0.9513684817
55,4700,5,446.2,4673,0.9513684817
55,4800,5,455.4,4773,0.9513684817
55,4900,5,465.2,4873,0.9513684817
55,5000,5,474.7,4973,0.9513684817
56,0,8,0,0,0.9918463231
56,100,8,9.2,76,0.9918463231
56,200,8,19.2,176,0.9918463231
56,300,8,29,275,0.9918463231
56,400,8,38.9,375,0.9918463231
56,500,8,48.9,475,0.9918463231
56,600,8,58.9,575,0.9918463231
56,700,8,68.8,675,0.9918463231
56,800,8,78.8,775,0.9918463231
56,900,8,88.6,875,0.9918463231
56,1000,8,98.4,975,0.9918463231
56,1100,8,108.3,1075,0.9918463231
56,1200,8,118.2,1175,0.9918463231
56,1300,8,128.2,1275,0.9918463231
56,1400,8,138.2,1375,0.9918463231
56,1500,8,148,1475,0.9918463231
56,1600,8,157.9,1575,0.9918463231
56,1700,8,167.7,1675,0.9918463231
56,1800,8,177.4,1775,0.9918463231
56,1900,8,187.2,1875,0.9918463231
56,2000,8,196.9,1975,0.9918463231
56,2100,8,206.8,2075,0.9918463231
56,2200,8,216.7,2175,0.9918463231
56,2300,8,226.7,2275,0.9918463231
56,2400,8,236.5,2375,0.9918463231
56,2500,8,246.4,2475,0.9918463231
56,2600,8,256.3,2575,0.9918463231
56,2700,8,266.2,2675,0.9918463231
56,2800,8,276,2775,0.9918463231
56,2900,8,285.8,2875,0.9918463231
56,3000,8,295.8,2975,0.9918463231
56,3100,8,305.7,3075,0.9918463231
56,3200,8,315.6,3175,0.9918463231
56,3300,8,325.6,3275,0.9918463231
56,3400,8,335.5,3375,0.9918463231
56,3500,8,345.5,3475,0.9918463231
56,3600,8,355.4,3575,0.9918463231
56,3700,8,365.4,3675,0.9918463231
56,3800,8,375.4,3775,0.9918463231
56,3900,8,385.4,3875,0.9918463231
56,4000,8,395.4,3975,0.9918463231
56,4100,8,405.4,4075,0.9918463231
56,4200,8,415.4,4175,0.9918463231
56,4300,8,425.2,4275,0.9918463231
56,4400,8,435,4375,0.9918463231
56,4500,8,445,4475,0.9918463231
56,4600,8,454.9,4575,0.9918463231
56,4700,8,464.6,4675,0.9918463231
56,4800,8,474.5,4775,0.9918463231
56,4900,8,484.5,4875,0.9918463231
56,5000,8,494.3,4975,0.9918463231
57,0,9,0,0,0.9354117689
57,100,9,8.1,64,0.9354117689
57,200,9,17.2,164,0.9354117689
57,300,9,26.7,264,0.9354117689
57,400,9,35.9,364,0.9354117689
57,500,9,45.4,464,0.9354117689
57,600,9,54.6,564,0.9354117689
57,700,9,64.3,664,0.9354117689
57,800,9,73.2,764,0.9354117689
57,900,9,82.7,864,0.9354117689
57,1000,9,92.4,964,0.9354117689
57,1100,9,102.1,1064,0.9354117689
57,1200,9,111.2,1164,0.9354117689
57,1300,9,120.6,1264,0.9354117689
57,1400,9,129.7,1364,0.9354117689
57,1500,9,139,1464,0.9354117689
57,1600,9,147.8,1564,0.9354117689
57,1700,9,157.6,1664,0.9354117689
57,1800,9,167.2,1764,0.9354117689
57,1900,9,176.5,1864,0.9354117689
57,2000,9,185.9,1964,0.9354117689
57,2100,9,194.5,2064,0.9354117689
57,2200,9,204.1,2164,0.9354117689
57,2300,9,213.8,2264,0.9354117689
57,2400,9,223.5,2364,0.9354117689
57,2500,9,232.5,2464,0.9354117689
57,2600,9,241.7,2564,0.9354117689
57,2700,9,251,2664,0.9354117689
57,2800,9,260.5,2764,0.9354117689
57,2900,9,269.9,2864,0.9354117689
57,3000,9,279.4,2964,0.9354117689
57,3100,9,289,3064,0.9354117689
57,3200,9,298,3164,0.9354117689
57,3300,9,307.3,3264,0.9354117689
57,3400,9,316.6,3364,0.9354117689
57,3500,9,325.8,3464,0.9354117689
57,3600,9,335.3,3564,0.9354117689
57,3700,9,344.7,3664,0.9354117689
57,3800,9,354.3,3764,0.9354117689
57,3900,9,363.7,3864,0.9354117689
57,4000,9,373.6,3964,0.9354117689
57,4100,9,383.1,4064,0.9354117689
57,4200,9,391.9,4164,0.9354117689
57,4300,9,400.8,4264,0.9354117689
57,4400,9,410.1,4364,0.9354117689
57,4500,9,419.7,4464,0.9354117689
57,4600,9,428.9,4564,0.9354117689
57,4700,9,438.2,4664,0.9354117689
57,4800,9,447.5,4764,0.9354117689
